"거주지역별(1)","성별(1)",2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020
"거주지역별(1)","성별(1)",총계,30세미만,30~39세,40~49세,50~59세,60~69세,70~79세,80세이상,사망자,총계,30세미만,30~39세,40~49세,50~59세,60~69세,70~79세,80세이상,사망자,총계,30세미만,30~39세,40~49세,50~59세,60~69세,70~79세,80세이상,사망자,총계,30세미만,30~39세,40~49세,50~59세,60~69세,70~79세,80세이상,사망자,총계,30세미만,30~39세,40~49세,50~59세,60~69세,70~79세,80세이상,사망자,총계,30세미만,30~39세,40~49세,50~59세,60~69세,70~79세,80세이상,사망자,총계,30세미만,30~39세,40~49세,50~59세,60~69세,70~79세,80세이상,사망자,총계,30세미만,30~39세,40~49세,50~59세,60~69세,70~79세,80세이상,사망자,총계,30세미만,30~39세,40~49세,50~59세,60~69세,70~79세,80세이상,사망자
"충청남도","여자",177183,4919,28663,43635,42462,28103,21691,5699,2011,186639,4418,28044,45723,45862,29940,23586,6857,2209,198403,4938,29024,48802,48418,31969,24960,7828,2464,207592,5887,28905,50631,51179,34927,24859,8720,2484,218469,5601,29527,52710,54160,38551,25332,9975,2613,230130,5303,29580,54315,57234,41711,27297,11885,2805,241682,5297,29985,55023,61306,44989,28696,13438,2948,250548,5165,29263,55345,64445,48420,30017,14896,2997,259174,5153,27546,55518,65981,53485,31886,16432,3173
"전라북도","총계",464225,10317,62149,102430,108315,81598,60397,16327,22692,483582,9306,60409,105950,114456,85266,64973,19193,24029,488326,8618,57620,108582,115409,87724,65156,19717,25500,500617,10981,58855,111042,117697,92572,63522,21145,24803,503407,9018,56093,109665,118757,96008,64299,23476,26091,519633,8694,53677,109347,121451,100860,70958,27654,26992,529293,8626,52814,107980,125021,103886,73373,31180,26413,536922,8246,50317,106716,127178,108256,75294,34076,26839,548245,8286,48116,106848,127871,114726,78863,36656,26879
"전라북도","남자",277419,6060,35732,56888,62900,50001,36212,9826,19800,286816,5482,35106,58324,65382,51678,38587,11306,20951,286915,5070,33755,59356,64774,52467,38236,11019,22238,289859,6319,34643,60140,64527,54292,36787,11607,21544,290112,5252,33360,59190,64200,55484,37151,12840,22635,298674,5074,32256,59322,64950,57802,40943,15114,23213,301871,4974,31978,58686,65982,58651,41924,17192,22484,303896,4737,30487,58298,66537,60185,42440,18515,22697,307511,4710,28996,58575,66498,62543,44061,19543,22585
"전라북도","여자",186806,4257,26417,45542,45415,31597,24185,6501,2892,196766,3824,25303,47626,49074,33588,26386,7887,3078,201411,3548,23865,49226,50635,35257,26920,8698,3262,210758,4662,24212,50902,53170,38280,26735,9538,3259,213295,3766,22733,50475,54557,40524,27148,10636,3456,220959,3620,21421,50025,56501,43058,30015,12540,3779,227422,3652,20836,49294,59039,45235,31449,13988,3929,233026,3509,19830,48418,60641,48071,32854,15561,4142,240734,3576,19120,48273,61373,52183,34802,17113,4294
"전라남도","총계",485341,9548,52460,93942,107666,88642,72195,20513,40375,504612,8543,51819,95813,113934,91163,77127,23607,42606,502584,7775,50582,95070,113180,91230,76396,23060,45291,512148,11058,52894,97033,115554,93654,73515,24013,44427,518670,9068,52110,95544,117981,97239,74589,26171,45968,537573,8217,50749,95284,120746,102882,81358,30879,47458,546595,8876,51177,94824,123374,106012,81978,35179,45175,558332,8677,49466,94357,125692,111490,84668,38892,45090,574476,9071,48782,96939,127256,119242,86739,42274,44173
"전라남도","남자",308167,5731,30731,55318,66343,57061,44783,12456,35744,318047,5088,30651,55519,69159,58157,47572,14145,37756,312050,4667,29912,54027,66942,57156,46246,12999,40101,313062,6366,31520,54575,66769,57670,43761,13228,39173,315245,5365,31381,53270,67190,59023,44187,14427,40402,326020,4900,31154,53181,68503,61899,48064,16841,41478,328904,5268,31575,53060,68935,62798,48255,19885,39128,333548,5160,30835,53033,69608,64874,49460,21675,38903,340186,5407,30644,54820,69919,68196,50117,23060,38023
"전라남도","여자",177174,3817,21729,38624,41323,31581,27412,8057,4631,186565,3455,21168,40294,44775,33006,29555,9462,4850,190534,3108,20670,41043,46238,34074,30150,10061,5190,199086,4692,21374,42458,48785,35984,29754,10785,5254,203425,3703,20729,42274,50791,38216,30402,11744,5566,211553,3317,19595,42103,52243,40983,33294,14038,5980,217691,3608,19602,41764,54439,43214,33723,15294,6047,224784,3517,18631,41324,56084,46616,35208,17217,6187,234290,3664,18138,42119,57337,51046,36622,19214,6150
"경상북도","총계",696431,13710,89291,149496,173222,120113,85609,23096,41894,720722,12715,87221,150037,179732,126258,92912,26723,45124,720710,11945,83613,149182,179135,128938,92421,25676,49800,754879,15591,86912,154158,185330,140527,93846,29491,49024,770564,13667,87788,154273,187750,150332,92825,32650,51279,798792,13212,87517,156470,191843,160890,99684,36989,52187,818928,12907,87238,156337,198051,167607,103977,42983,49828,832387,12194,83837,155698,201332,175249,107636,46782,49659,847610,12250,78950,155532,201438,187697,111252,50460,50031
"경상북도","남자",449409,7906,54274,92555,110319,77973,54304,14674,37404,461502,7446,53174,91079,112676,81328,58549,16956,40294,456203,7082,51432,88718,109996,81876,57275,15341,44483,470751,9005,53910,90595,111685,87955,56944,17065,43592,477110,7978,54975,89439,111578,92772,55993,18909,45466,491448,7857,55131,90228,112337,98521,59923,21378,46073,499090,7605,55235,89937,113906,101151,62292,25447,43517,503007,7121,53285,89642,114360,103972,64131,27259,43237,507692,7169,50239,89890,113052,109411,65631,28865,43435
"경상북도","여자",247022,5804,35017,56941,62903,42140,31305,8422,4490,259220,5269,34047,58958,67056,44930,34363,9767,4830,264507,4863,32181,60464,69139,47062,35146,10335,5317,284128,6586,33002,63563,73645,52572,36902,12426,5432,293454,5689,32813,64834,76172,57560,36832,13741,5813,307344,5355,32386,66242,79506,62369,39761,15611,6114,319838,5302,32003,66400,84145,66456,41685,17536,6311,329380,5073,30552,66056,86972,71277,43505,19523,6422,339918,5081,28711,65642,88386,78286,45621,21595,6596
"경상남도","총계",848060,18896,135344,213184,213838,128329,83749,21883,32837,881925,16998,133317,219704,225647,135875,90444,25102,34838,904834,16488,135844,227190,229639,141508,91456,24778,37931,928149,19304,137885,231111,234926,151735,90284,26509,36395,949755,16858,134884,230962,241050,164403,92703,30042,38853,986620,16077,133527,234114,249001,178191,100405,35180,40125,1009747,15701,129950,233427,257087,188383,106093,40395,38711,1033218,15250,123744,234304,264220,200513,111076,44503,39608,1055150,15266,115864,235054,267339,217185,115836,48800,39806
"경상남도","남자",512920,11066,79989,123935,128576,78677,49205,12949,28523,528974,10053,79469,125809,133656,82546,52508,14661,30272,537453,9903,81772,128600,133264,85119,52365,13468,32962,544657,11310,84179,129557,133733,89526,50934,14005,31413,554258,9984,83192,128720,135344,95735,51990,15849,33444,573282,9628,83036,130813,137953,102863,56224,18401,34364,582339,9277,80977,131029,140134,107458,59105,21593,32766,592508,9032,77194,132187,142670,112895,61627,23512,33391,600581,8939,72212,133357,142902,120542,63959,25310,33360
"경상남도","여자",335140,7830,55355,89249,85262,49652,34544,8934,4314,352951,6945,53848,93895,91991,53329,37936,10441,4566,367381,6585,54072,98590,96375,56389,39091,11310,4969,383492,7994,53706,101554,101193,62209,39350,12504,4982,395497,6874,51692,102242,105706,68668,40713,14193,5409,413338,6449,50491,103301,111048,75328,44181,16779,5761,427408,6424,48973,102398,116953,80925,46988,18802,5945,440710,6218,46550,102117,121550,87618,49449,20991,6217,454569,6327,43652,101697,124437,96643,51877,23490,6446
"제주특별자치도","총계",131814,2542,18011,34121,32092,22352,14457,3337,4902,136441,2431,18330,35237,34050,22671,14750,3838,5134,143658,2547,19035,37211,35971,23536,15621,4250,5487,152997,3172,19968,39233,37963,25816,16592,4856,5397,160551,2988,20823,40713,40381,27690,17249,5350,5357,168750,3171,21322,42786,42569,29384,18239,5882,5397,175539,3479,21792,43737,45063,30814,18986,6569,5099,180441,3376,20833,44047,46952,33074,19755,7271,5133,185048,3512,19949,43908,48557,35713,20309,7958,5142
"제주특별자치도","남자",78567,1524,10439,19448,19023,13982,8777,1533,3841,80194,1426,10557,19670,19842,13917,8930,1814,4038,83707,1510,10942,20546,20648,14184,9496,2076,4305,88130,1877,11515,21533,21351,15224,10006,2396,4228,91407,1804,11924,22129,22283,16027,10319,2733,4188,95405,1911,12256,23096,23165,16874,10902,3015,4186,98204,2077,12480,23549,24113,17414,11237,3454,3880,100532,2026,11966,23769,24929,18445,11625,3875,3897,102309,2069,11363,23778,25518,19629,11837,4209,3906
"제주특별자치도","여자",53247,1018,7572,14673,13069,8370,5680,1804,1061,56247,1005,7773,15567,14208,8754,5820,2024,1096,59951,1037,8093,16665,15323,9352,6125,2174,1182,64867,1295,8453,17700,16612,10592,6586,2460,1169,69144,1184,8899,18584,18098,11663,6930,2617,1169,73345,1260,9066,19690,19404,12510,7337,2867,1211,77335,1402,9312,20188,20950,13400,7749,3115,1219,79909,1350,8867,20278,22023,14629,8130,3396,1236,82739,1443,8586,20130,23039,16084,8472,3749,1236
