"날짜","종가","오픈","고가","저가","거래량","변동 %"
"1989년 8월","102.460","97.610","102.680","96.750","61.09K","5.18%"
"1989년 7월","97.410","101.120","101.320","97.250","73.10K","-4.71%"
"1989년 6월","102.220","102.810","106.520","100.600","54.19K","-0.79%"
"1989년 5월","103.030","98.060","104.350","97.810","71.71K","5.41%"
"1989년 4월","97.740","97.950","98.040","96.000","46.88K","-0.39%"
"1989년 3월","98.120","95.670","98.700","95.590","43.21K","3.43%"
"1989년 2월","94.870","96.660","97.400","94.280","51.12K","-1.98%"
"1989년 1월","96.790","91.940","96.900","91.750","50.47K","4.88%"
"1988년 12월","92.290","90.540","93.750","89.970","22.83K","1.87%"
"1988년 11월","90.600","93.680","94.070","90.100","40.07K","-3.50%"
"1988년 10월","93.890","97.360","97.750","92.900","38.71K","-3.98%"
"1988년 9월","97.780","98.570","98.950","96.770","26.83K","-0.67%"
"1988년 8월","98.440","97.470","99.700","96.600","42.30K","0.88%"
"1988년 7월","97.580","95.900","98.640","95.060","30.72K","2.32%"
"1988년 6월","95.370","90.840","96.150","90.480","25.45K","4.72%"
"1988년 5월","91.070","89.380","91.140","88.900","20.33K","2.08%"
"1988년 4월","89.210","88.240","90.250","88.000","22.73K","0.84%"
"1988년 3월","88.470","90.590","91.030","88.250","26.01K","-2.29%"
"1988년 2월","90.540","91.040","92.500","89.100","27.82K","0.07%"
"1988년 1월","90.480","86.110","91.750","86.070","36.26K","5.63%"
"1987년 12월","85.660","90.050","90.840","85.550","26.63K","-3.96%"
"1987년 11월","89.190","93.400","93.450","89.100","47.08K","-4.89%"
"1987년 10월","93.780","98.910","99.200","93.370","33.36K","-5.23%"
"1987년 9월","98.960","97.130","99.090","96.000","22.26K","1.57%"
"1987년 8월","97.430","99.930","101.880","97.080","27.99K","-2.61%"
"1987년 7월","100.040","98.480","100.510","98.200","23.12K","1.46%"
"1987년 6월","98.600","98.420","99.540","96.100","25.60K","0.73%"
"1987년 5월","97.890","96.090","98.090","95.050","29.71K","1.77%"
"1987년 4월","96.190","98.220","98.960","95.500","28.63K","-1.45%"
"1987년 3월","97.610","99.370","100.500","97.350","23.55K","-1.88%"
"1987년 2월","99.480","99.850","101.660","98.400","27.86K","-1.01%"
"1987년 1월","100.490","104.500","105.020","97.740","11.66K","-3.60%"
"1986년 12월","104.240","105.660","108.620","104.200","4.99K","-1.80%"
"1986년 11월","106.150","110.060","110.180","106.120","5.15K","-3.23%"
"1986년 10월","109.690","107.830","110.310","105.250","4.27K","2.00%"
"1986년 9월","107.540","106.550","108.820","105.550","3.78K","0.77%"
"1986년 8월","106.720","108.200","109.400","106.470","4.10K","-1.71%"
"1986년 7월","108.580","111.800","112.800","108.550","10.32K","-3.10%"
"1986년 6월","112.050","118.150","118.350","111.980","10.10K","-4.76%"
"1986년 5월","117.650","113.000","117.740","110.500","18.40K","4.47%"
"1986년 4월","112.620","118.100","121.700","111.150","24.45K","-4.62%"
"1986년 3월","118.080","115.060","119.500","113.650","7.89K","2.54%"
"1986년 2월","115.150","122.100","123.550","113.480","14.19K","-5.55%"
"1986년 1월","121.910","123.630","125.620","121.400","21.75K","-1.33%"
"1985년 12월","123.550","124.800","128.180","123.500","31.00K","-1.30%"
