DateTime,Value
2019-02-07,18513
2019-02-08,18565
2019-02-09,18567
2019-02-10,18567
2019-02-11,18570
2019-02-12,18548
2019-02-13,18540
2019-02-14,18533
2019-02-15,18536
2019-02-16,18547
2019-02-17,18499
2019-02-18,18554
2019-02-19,18505
2019-02-20,18536
2019-02-21,18557
2019-02-22,18582
2019-02-23,18585
2019-02-24,18586
2019-02-25,18600
2019-02-26,18595
2019-02-27,18629
2019-02-28,18672
2019-03-01,18710
2019-03-02,18709
2019-03-03,18692
2019-03-04,18711
2019-03-05,18753
2019-03-06,18740
2019-03-07,18733
2019-03-08,18775
2019-03-09,18785
2019-03-10,18783
2019-03-11,18818
2019-03-12,18802
2019-03-13,18766
2019-03-14,18739
2019-03-15,18749
2019-03-16,18719
2019-03-17,18708
2019-03-18,18721
2019-03-19,18781
2019-03-20,18792
2019-03-21,18750
2019-03-22,18734
2019-03-23,18744
2019-03-24,18713
2019-03-25,18698
2019-03-26,18745
2019-03-27,18727
2019-03-28,18757
2019-03-29,18749
2019-03-30,18768
2019-03-31,18778
2019-04-01,18856
2019-04-02,18879
2019-04-03,18914
2019-04-04,18928
2019-04-05,18954
2019-04-06,18998
2019-04-07,19011
2019-04-08,19019
2019-04-09,19054
2019-04-10,19081
2019-04-11,19108
2019-04-12,19082
2019-04-13,19134
2019-04-14,19140
2019-04-15,19131
2019-04-16,19132
2019-04-17,19223
2019-04-18,19247
2019-04-19,19261
2019-04-20,19264
2019-04-21,19279
2019-04-22,19279
2019-04-23,19271
2019-04-24,19309
2019-04-25,19405
2019-04-26,19413
2019-04-27,19430
2019-04-28,19412
2019-04-29,19433
2019-04-30,19464
2019-05-01,19483
2019-05-02,19523
2019-05-03,19547
2019-05-04,19560
2019-05-05,19576
2019-05-06,19556
2019-05-07,19550
2019-05-08,19518
2019-05-09,19500
2019-05-10,19513
2019-05-11,19552
2019-05-12,19549
2019-05-13,19556
2019-05-14,19539
2019-05-15,19596
2019-05-16,19613
2019-05-17,19671
2019-05-18,19684
2019-05-19,19723
2019-05-20,19717
2019-05-21,19674
2019-05-22,19654
2019-05-23,19649
2019-05-24,19703
2019-05-25,19658
2019-05-26,19638
2019-05-27,19613
2019-05-28,19600
2019-05-29,19610
2019-05-30,19624
2019-05-31,19622
2019-06-01,19582
2019-06-02,19634
2019-06-03,19699
2019-06-04,19723
2019-06-05,19744
2019-06-06,19747
2019-06-07,19723
2019-06-08,19768
2019-06-09,19754
2019-06-10,19746
2019-06-11,19728
2019-06-12,19728
2019-06-13,19749
2019-06-14,19778
2019-06-15,19849
2019-06-16,19829
2019-06-17,19899
2019-06-18,19891
2019-06-19,19911
2019-06-20,19897
2019-06-21,19931
2019-06-22,19929
2019-06-23,19931
2019-06-24,19967
2019-06-25,19957
2019-06-26,19934
2019-06-27,19939
2019-06-28,19990
2019-06-29,20016
2019-06-30,20008
2019-07-01,20057
2019-07-02,20029
2019-07-03,20044
2019-07-04,20050
2019-07-05,20053
2019-07-06,20076
2019-07-07,20088
2019-07-08,20072
2019-07-09,20100
2019-07-10,20164
2019-07-11,20159
2019-07-12,20199
2019-07-13,20203
2019-07-14,20206
2019-07-15,20213
2019-07-16,20197
2019-07-17,20204
2019-07-18,20215
2019-07-19,20199
2019-07-20,20193
2019-07-21,20217
2019-07-22,20224
2019-07-23,20230
2019-07-24,20233
2019-07-25,20229
2019-07-26,20215
2019-07-27,20218
2019-07-28,20216
2019-07-29,20187
2019-07-30,20191
2019-07-31,20236
2019-08-01,20176
2019-08-02,20226
2019-08-03,20230
2019-08-04,20236
2019-08-05,20231
2019-08-06,20255
2019-08-07,20293
2019-08-08,20317
2019-08-09,20320
2019-08-10,20325
2019-08-11,20375
2019-08-12,20313
2019-08-13,20412
2019-08-14,20373
2019-08-15,20378
2019-08-16,20363
2019-08-17,20382
2019-08-18,20401
2019-08-19,20427
2019-08-20,20444
2019-08-21,20450
2019-08-22,20411
2019-08-23,20420
2019-08-24,20406
2019-08-25,20372
2019-08-26,20368
2019-08-27,20381
