2006.01,2006.02,2006.03,2006.04,2006.05,2006.06,2006.07,2006.08,2006.09,2006.10,2006.11,2006.12,2007.01,2007.02,2007.03,2007.04,2007.05,2007.06,2007.07,2007.08,2007.09,2007.10,2007.11,2007.12,2008.01,2008.02,2008.03,2008.04,2008.05,2008.06,2008.07,2008.08,2008.09,2008.10,2008.11,2008.12,2009.01,2009.02,2009.03,2009.04,2009.05,2009.06,2009.07,2009.08,2009.09,2009.10,2009.11,2009.12,2010.01,2010.02,2010.03,2010.04,2010.05,2010.06,2010.07,2010.08,2010.09,2010.10,2010.11,2010.12,2011.01,2011.02,2011.03,2011.04,2011.05,2011.06,2011.07,2011.08,2011.09,2011.10,2011.11,2011.12,2012.01,2012.02,2012.03,2012.04,2012.05,2012.06,2012.07,2012.08,2012.09,2012.10,2012.11,2012.12,2013.01,2013.02,2013.03,2013.04,2013.05,2013.06,2013.07,2013.08,2013.09,2013.10,2013.11,2013.12,2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.10,2014.11,2014.12,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07
246.2,195.4,230.1,225.3,208.9,182.6,177.1,197.2,225.4,263.0,247.3,243.6,196.6,187.6,198.7,197.0,200.1,213.5,216.2,216.0,226.8,224.1,210.1,230.8,222.3,225.2,259.2,259.8,247.3,234.4,203.3,192.0,171.2,150.8,181.0,175.6,238.7,231.6,231.8,264.1,256.7,301.2,280.9,294.9,256.2,220.5,220.6,241.4,263.4,227.0,213.6,192.3,197.4,203.3,203.3,193.7,212.5,222.0,243.8,245.5,262.0,242.2,221.2,213.9,219.0,217.1,245.3,247.1,230.8,232.9,225.7,230.3,256.3,241.5,258.8,232.9,247.4,222.7,212.4,227.6,239.2,251.3,244.4,243.3,256.9,249.6,254.0,265.2,253.7,241.2,236.7,264.0,270.2,268.4,262.3,283.3,278.7,281.7,251.6,254.7,256.5,264.4,289.9,294.0,293.8,290.5,278.1,284.4,301.6,312.4,317.4,319.2,326.5,317.2,335.9,318.0,328.4,332.0,335.1,293.5,312.6,337.8,345.3,356.0,358.7,368.7,365.3,359.7,345.6,345.1,316.2,317.5,344.0,345.0,372.1,372.7,428.0,399.3,423.2,338.0,371.0,380.9,394.3,413.1,453.8,425.2,390.3,344.1,357.7,355.8,409.0,509.0,430.0,346.6,338.9,327.8,321.0,311.3,337.2,348.3,392.1,430.5,452.1,395.7,422.3,464.2,463.2,459.9,433.8,431.3,389.2,347.1,374.9,496.9,457.2,414.5,360.0,391.4,400.2,427.3,442.4,412.1,398.1,409.8,450.9,413.9,450.0,409.1,417.8,380.5,371.6,362.0,374.1,351.0,406.9,403.1,388.5,352.7,336.3
235.8,196.6,215.3,208.7,204.8,188.4,188.7,200.8,224.9,255.2,232.5,224.0,189.7,189.6,195.0,191.7,190.2,217.8,222.7,209.7,218.1,214.5,216.6,222.4,224.1,231.5,245.4,252.0,252.2,243.6,218.0,202.0,185.9,168.6,178.1,187.5,241.6,227.6,227.7,263.9,256.4,284.3,274.4,290.0,253.7,217.5,215.5,227.5,242.7,225.2,212.6,199.2,201.5,204.6,199.1,206.3,219.2,230.1,248.7,257.2,269.9,256.9,239.2,234.9,237.6,243.9,259.9,259.8,257.2,253.5,247.8,248.4,259.4,250.8,245.1,248.6,252.4,243.6,236.9,241.4,254.5,262.0,257.6,251.3,256.3,261.2,266.4,277.4,270.7,260.3,264.4,289.1,295.7,285.7,277.4,292.1,302.3,301.2,285.8,277.4,278.4,282.8,294.0,311.9,309.7,297.8,295.4,304.7,319.1,327.6,324.3,322.0,327.7,328.4,336.9,325.1,335.7,337.5,330.2,305.8,313.3,320.9,333.1,355.0,362.8,377.0,372.6,365.8,370.1,366.3,329.2,321.4,328.9,344.2,358.5,380.3,418.9,396.7,425.1,344.8,372.3,376.9,392.6,423.1,445.8,417.8,382.5,341.5,351.5,370.4,416.1,506.5,423.1,340.5,315.0,310.1,300.4,289.7,305.1,333.5,379.9,446.1,474.5,438.3,447.2,475.9,487.5,462.7,443.2,444.7,384.8,352.7,401.4,524.7,495.4,444.5,415.0,417.9,441.6,453.9,456.1,425.4,398.0,408.1,457.1,456.4,500.7,488.5,456.5,414.2,386.8,375.0,368.9,355.8,399.1,407.7,388.3,351.3,333.9
298.1,257.9,274.7,261.9,253.1,225.7,227.1,240.1,272.6,322.4,268.3,243.9,207.1,205.1,213.0,218.8,227.3,252.3,240.8,237.4,241.0,244.6,249.0,260.6,248.4,258.2,271.6,281.9,284.0,271.4,249.4,233.2,214.6,197.2,215.3,236.6,296.8,273.2,265.1,305.4,285.3,309.4,294.1,308.3,274.6,239.4,232.5,253.8,267.3,246.5,234.2,223.0,227.0,232.6,230.3,236.2,242.6,257.2,282.4,286.5,291.0,275.8,262.7,257.2,263.1,264.7,278.1,277.9,277.9,274.6,272.0,274.4,273.6,269.4,268.6,271.2,275.5,265.1,259.6,261.7,277.8,283.1,279.9,280.4,281.4,284.3,290.6,293.4,288.8,278.2,274.7,297.2,308.8,301.4,301.1,314.9,320.3,318.9,304.5,295.9,297.7,305.4,313.2,331.8,328.6,318.7,315.2,326.7,331.9,342.1,345.9,343.7,347.5,351.7,357.3,347.4,358.4,360.8,357.8,336.0,333.2,336.9,345.2,377.2,391.3,401.6,391.9,395.2,401.8,397.6,359.2,353.8,354.9,363.4,377.8,408.4,454.7,422.1,452.8,374.5,404.2,410.2,434.3,457.3,481.0,440.6,404.4,374.3,377.9,393.1,446.9,529.0,444.6,368.4,344.9,341.0,331.6,327.7,341.3,367.1,413.1,473.5,494.4,454.6,469.5,501.3,512.0,473.2,437.3,439.9,396.8,373.3,421.3,529.8,519.8,476.6,458.2,464.3,483.6,505.5,501.9,469.5,439.4,455.8,497.1,508.7,547.8,551.4,535.6,488.9,456.7,445.2,438.2,419.3,451.2,471.2,465.1,437.4,428.7
415.2,356.8,382.7,337.4,314.8,283.2,271.1,288.6,340.9,420.6,344.5,306.7,252.8,249.1,263.9,270.5,279.3,323.2,295.7,287.8,302.8,298.9,297.9,310.7,301.4,301.5,321.1,339.6,337.6,309.8,288.9,283.6,273.4,261.1,293.0,303.7,382.4,358.8,347.4,389.0,353.0,389.8,368.5,370.2,333.7,285.3,282.2,307.3,336.1,297.4,277.8,269.1,270.0,273.9,280.7,287.5,287.8,307.8,342.8,344.2,328.1,313.4,292.8,292.6,301.5,304.1,315.0,314.2,304.2,310.7,311.4,318.6,308.0,294.9,301.9,304.2,318.0,291.0,287.2,285.6,303.8,309.2,306.4,309.7,308.5,313.3,325.9,316.7,313.6,306.5,296.2,313.2,327.2,321.2,321.6,333.7,349.6,345.0,331.9,321.7,326.0,336.2,347.9,363.2,360.1,347.9,341.8,353.4,357.1,363.6,372.2,370.3,372.3,372.2,380.0,370.5,384.0,393.6,396.9,369.5,359.3,359.8,377.6,419.5,432.5,438.5,418.5,425.3,430.7,417.7,393.8,384.7,388.5,399.0,427.1,459.9,504.7,465.3,508.1,409.3,438.8,448.9,503.0,524.4,552.7,477.8,443.5,417.2,419.5,434.8,500.5,571.9,474.5,403.5,384.8,383.8,376.3,354.0,374.6,414.8,477.3,561.7,562.6,497.4,533.1,548.4,536.8,498.5,443.9,450.9,416.7,403.9,456.9,563.7,562.0,530.7,506.0,505.6,526.4,567.5,584.6,563.2,516.8,568.3,578.4,573.9,632.8,616.7,612.7,573.7,550.0,559.1,543.4,522.8,548.1,604.0,595.9,550.5,510.4
519.1,455.3,474.5,401.2,337.9,295.0,299.2,321.6,404.7,473.9,399.8,376.0,279.7,284.6,317.9,317.5,352.2,364.8,359.7,335.5,348.2,330.8,350.9,354.5,340.1,347.8,368.2,383.8,362.6,365.4,348.8,285.5,308.0,280.7,305.1,335.9,453.8,414.0,444.9,465.2,431.5,457.9,457.7,424.4,391.5,336.4,324.4,355.7,396.8,375.8,345.9,307.3,317.4,302.4,323.1,324.3,309.7,345.4,385.9,422.1,353.5,328.9,323.2,303.4,335.2,325.4,340.3,331.6,343.0,334.7,342.5,342.9,327.3,350.2,339.7,353.4,354.0,324.4,338.2,320.0,333.8,349.1,355.8,328.7,371.0,380.4,383.3,345.8,351.5,344.6,350.8,329.6,335.6,349.2,342.8,361.6,372.0,373.6,373.1,351.3,354.9,354.8,385.7,393.3,387.1,382.5,380.8,383.2,396.2,386.5,409.3,408.4,421.8,401.0,405.8,390.7,408.2,416.2,438.0,407.9,400.6,402.1,416.1,453.6,479.3,487.4,455.6,456.6,464.3,455.1,408.4,431.3,418.8,448.4,483.6,519.6,547.3,489.6,542.1,446.3,475.0,504.7,554.8,591.2,625.6,539.6,491.8,458.3,440.7,456.9,523.7,636.7,511.3,437.4,420.8,414.5,411.5,377.0,426.0,491.1,566.1,641.5,656.8,577.6,602.1,614.8,567.5,513.2,421.7,431.4,405.7,424.9,493.5,572.1,560.5,547.7,529.4,533.2,518.7,614.7,608.3,632.4,602.2,702.3,661.2,576.5,658.4,627.3,644.6,635.7,564.0,612.4,609.8,602.5,727.2,709.7,696.5,700.4,620.8
482.8,398.1,501.2,436.1,416.4,341.9,348.9,340.8,400.2,454.2,415.1,427.2,356.8,359.1,361.4,347.9,432.5,398.3,411.4,392.6,423.0,439.1,422.5,468.4,461.9,423.2,504.1,534.2,556.1,578.8,547.5,549.6,573.9,512.2,673.1,635.7,696.6,646.4,657.1,619.5,593.3,675.9,677.8,686.5,664.7,588.6,640.2,739.0,743.4,628.3,632.1,633.3,638.8,628.4,606.3,584.4,671.0,613.3,638.2,684.1,665.4,643.1,612.7,597.5,629.5,622.2,699.8,627.6,601.4,627.4,617.0,660.8,689.4,663.5,700.0,673.4,661.7,648.9,607.9,640.4,627.6,621.2,666.3,693.8,685.5,679.5,659.8,683.7,601.9,650.7,575.4,619.9,568.8,648.7,640.6,754.6,696.7,626.7,605.6,669.8,648.2,669.4,656.2,671.5,618.1,658.7,654.5,673.7,668.6,690.6,684.4,711.4,735.6,671.3,697.1,690.9,723.8,737.0,803.7,733.8,726.1,768.6,748.7,766.8,766.9,760.3,776.0,782.5,821.3,800.4,756.8,802.1,798.9,835.8,846.7,861.5,923.1,826.1,892.6,833.7,927.6,921.5,964.0,981.3,963.0,903.6,848.0,842.2,862.9,837.4,960.9,949.3,954.1,902.6,907.8,880.8,871.1,935.1,975.7,992.0,1068.0,1075.6,1048.9,945.9,1036.9,1121.0,1056.6,1101.6,1050.6,1008.3,978.6,995.2,1055.9,1177.6,1125.5,1223.9,1134.6,1109.8,1148.8,1267.0,1248.2,1215.4,1172.9,1194.5,1249.5,1284.5,1407.1,1268.1,1365.4,1230.6,1071.8,1132.1,1103.3,1094.6,1224.6,1267.1,1159.2,1143.0,1063.0
463.8,396.3,452.4,410.1,388.7,353.0,339.9,351.0,385.9,435.6,379.7,414.1,375.1,399.4,388.9,398.0,425.5,452.6,431.7,406.2,437.1,441.6,451.8,449.3,452.2,474.0,495.8,525.2,557.5,561.3,560.5,563.6,557.9,557.9,608.4,613.9,633.2,575.7,616.2,610.6,606.5,633.7,612.7,643.0,590.7,578.9,597.5,636.9,646.6,604.2,577.6,547.6,576.4,580.6,571.8,579.7,573.8,577.6,608.8,614.3,594.3,563.5,555.9,568.0,549.7,558.1,599.1,548.1,558.9,588.9,583.2,603.5,581.7,568.1,546.0,574.4,562.5,548.8,533.6,515.7,557.8,572.0,570.2,561.8,564.1,572.2,538.7,558.9,549.5,544.9,509.0,540.6,538.5,549.0,561.8,607.3,589.1,573.2,549.7,543.9,554.8,562.3,572.4,584.1,563.6,574.1,559.9,589.3,588.3,590.2,595.3,608.3,613.4,603.9,607.7,595.9,624.7,646.7,668.7,625.4,621.0,626.5,660.8,683.6,684.6,675.9,672.9,698.3,705.0,699.6,655.8,686.3,718.3,737.8,729.2,759.3,795.3,721.6,773.1,714.4,798.3,808.5,844.2,869.2,858.3,787.4,789.5,768.5,761.2,783.7,881.1,883.9,868.7,842.8,810.8,784.4,801.9,843.9,867.9,984.1,1053.8,1095.6,1077.1,1064.7,1085.6,1060.9,1076.9,1045.4,954.2,984.3,958.6,966.3,1062.4,1140.7,1174.0,1272.5,1287.1,1272.3,1348.2,1367.7,1386.8,1347.3,1355.5,1384.4,1378.6,1411.1,1464.7,1504.9,1556.1,1592.4,1482.4,1545.9,1445.3,1376.8,1442.9,1518.9,1510.6,1409.6,1399.5
500.7,466.1,475.8,441.4,413.3,382.0,379.1,398.7,431.6,495.6,435.1,453.3,408.7,415.5,421.1,432.8,483.1,494.0,450.2,462.9,460.4,471.3,488.1,502.3,471.7,484.2,483.1,511.3,531.8,537.0,544.5,552.7,551.0,538.6,597.6,621.2,634.5,607.8,610.1,607.4,591.7,630.5,594.3,616.6,582.8,559.4,569.1,629.8,652.9,582.3,556.5,538.4,559.5,585.5,572.4,588.5,554.5,585.0,623.0,613.6,591.3,563.9,539.0,543.8,551.9,552.6,593.3,559.7,563.3,566.7,563.3,582.0,543.4,539.8,531.3,551.1,569.8,536.3,520.5,519.8,534.2,542.5,544.9,553.8,548.3,550.3,539.0,541.4,527.2,517.2,482.4,510.3,516.0,519.9,552.2,575.1,555.6,554.8,520.2,529.1,527.2,538.4,554.4,568.8,567.2,554.1,541.0,556.7,557.0,565.4,562.2,568.9,576.5,580.4,581.3,572.6,588.2,618.5,628.0,597.8,584.2,577.1,600.4,655.3,667.7,656.9,627.6,659.8,665.8,667.2,619.9,626.5,664.2,661.5,670.7,718.2,756.0,702.8,735.9,671.2,777.8,781.6,852.0,842.2,815.0,737.2,694.0,706.1,716.9,723.6,837.4,860.1,846.1,786.7,783.6,780.2,772.1,818.9,875.1,957.4,1051.0,1074.7,1050.4,1000.0,1043.4,1052.1,1054.3,977.3,858.7,900.1,865.1,898.5,1028.5,1095.6,1107.0,1185.1,1187.4,1163.4,1272.4,1347.7,1309.8,1263.6,1214.6,1337.2,1301.7,1329.6,1339.9,1409.4,1483.4,1431.3,1434.4,1461.5,1442.0,1319.6,1461.6,1480.6,1482.0,1391.2,1468.5
630.0,572.5,591.5,523.2,473.5,452.9,427.6,476.7,538.6,607.1,548.1,570.7,509.5,519.0,519.2,545.7,550.0,630.1,574.9,581.6,576.8,578.3,577.7,597.2,598.1,570.2,576.6,593.2,592.4,574.9,563.7,617.3,643.2,591.6,641.5,634.4,709.2,698.0,698.1,710.0,686.9,721.6,744.3,717.2,692.2,635.6,679.0,712.6,759.6,686.1,626.9,618.3,617.3,623.6,638.0,614.3,621.0,664.6,734.6,730.0,672.4,663.2,617.0,624.0,611.8,640.6,649.6,622.0,615.4,630.1,616.7,650.1,567.5,580.4,581.9,628.1,647.5,567.1,594.1,525.5,604.8,597.3,587.9,588.4,589.6,598.6,616.9,611.1,593.8,560.2,515.1,533.3,557.9,563.2,586.0,605.1,619.3,594.0,563.6,567.5,577.0,590.2,608.1,620.3,615.6,591.2,578.8,610.0,589.1,594.9,601.8,600.8,608.6,587.3,597.9,598.4,614.0,646.0,666.1,625.2,605.0,576.2,615.1,691.3,692.1,673.5,643.5,683.5,678.3,657.6,647.9,637.9,644.0,699.0,713.9,754.2,790.7,721.5,771.4,683.5,767.2,794.2,872.3,851.5,846.7,719.6,707.4,726.8,724.7,730.0,844.6,868.2,850.2,780.5,832.8,837.8,841.1,804.7,858.1,993.0,1077.3,1145.2,1076.0,976.9,1102.0,1046.3,994.7,967.6,810.6,848.2,857.4,955.1,1015.5,1074.7,1029.1,1118.5,1158.6,1176.1,1284.1,1342.8,1305.4,1318.2,1315.0,1463.2,1319.0,1367.1,1363.8,1367.2,1449.1,1454.7,1613.4,1593.3,1736.0,1507.7,1395.4,1661.1,1503.3,1654.4,1560.0
