No,자료시점,합계,합계,35% 이하,35% 이하,35%초과 ~ 40%이하,35%초과 ~ 40%이하,40%초과 ~ 45%이하,40%초과 ~ 45%이하,45%초과 ~ 50%이하,45%초과 ~ 50%이하,50%초과 ~ 55%이하,50%초과 ~ 55%이하,55%초과 ~ 60%이하,55%초과 ~ 60%이하,60%초과 ~ 65%이하,60%초과 ~ 65%이하,65% 초과,65% 초과
No,자료시점,대출금액,대출잔액,대출금액,대출잔액,대출금액,대출잔액,대출금액,대출잔액,대출금액,대출잔액,대출금액,대출잔액,대출금액,대출잔액,대출금액,대출잔액,대출금액,대출잔액
No,자료시점,억원,억원,억원,억원,억원,억원,억원,억원,억원,억원,억원,억원,억원,억원,억원,억원,억원,억원
No,자료시점,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료,원자료
184,2019/06,"9,997.23","7,016.68",385.14,224,244.1,152.93,336.11,215.27,449.28,294.89,640.14,437.95,"1,415.74",930.54,964.4,675.9,"5,562.33","4,085.2"
185,2019/07,"12,981.65","9,452.98",611.81,388.65,411.97,262.67,509.4,356.2,667.31,468.94,"1,001.89",723.92,"2,045.19","1,449.88","1,203.96",889.67,"6,530.13","4,913.06"
186,2019/08,"16,583.3","12,184.69",930.73,585.99,501.83,354.55,655.22,449.94,944.95,676.21,"1,292.09",934.59,"2,548.31","1,847.89","1,581.85","1,192.84","8,128.33","6,142.67"
187,2019/09,"19,437.67","14,558.93","1,273.87",846.17,651.75,476.88,824.57,606.19,"1,162.78",838.06,"1,653.51","1,174.85","3,377.04","2,507.36","1,860.55","1,430.57","8,633.6","6,678.85"
188,2019/10,"38,270.91","29,265.2","3,092.85","2,138.69","1,671.07","1,228.75","2,008.98","1,510.31","2,638.32","1,990.27","3,485.56","2,653.12","6,407.53","4,915.4","3,971.73","3,119.18","14,994.88","11,709.46"
189,2019/11,"74,294.33","56,678.84","6,573.03","4,611.13","3,537.31","2,578.92","4,065.31","3,034.55","5,354.93","4,038.73","6,912.12","5,297.34","11,564.08","8,846","8,637.29","6,663.51","27,650.25","21,608.65"
190,2019/12,"81,050.06","62,951.69","6,648.67","4,757.03","3,307.33","2,490.64","4,011.78","3,049.31","5,110.77","3,914.44","7,204.35","5,560.94","11,667.03","9,033.93","9,258.66","7,307.45","33,841.48","26,837.95"
191,2020/01,"65,743.25","51,985","4,641.81","3,425.83","2,463.92","1,875.43","2,903.73","2,247.71","3,839.95","3,002.19","5,441.99","4,293.94","8,817.19","7,015.31","7,548.06","5,963.26","30,086.6","24,161.34"
192,2020/02,"58,477.15","47,429.37","4,036.37","3,007.81","2,151.54","1,672.76","2,576.08","2,015.06","3,513.69","2,818.38","4,992.57","4,045.25","8,120.39","6,681.86","6,431.04","5,239.68","26,655.48","21,948.56"
193,2020/03,"51,674.16","42,216.82","3,610.61","2,725.81","1,928.62","1,508.85","2,311.88","1,829.48","3,127.31","2,501.16","4,607.13","3,743.15","6,929.65","5,702.22","6,238.97","5,162.08","22,919.99","19,044.07"
194,2020/04,"23,186.97","19,400.85","1,584.4","1,225.66",869.52,695.26,"1,054.43",853.67,"1,343.55","1,088.11","2,013.11","1,666.29","3,492","2,956.03","2,736.94","2,288.66","10,093.02","8,627.16"
195,2020/05,"19,484","16,542.04","1,621.32","1,267.87",843.08,677.61,937.66,767.35,"1,261.25","1,031.28","1,703.84","1,448.82","2,882.72","2,476.39","2,196.92","1,893.75","8,037.21","6,978.98"
196,2020/06,"19,186.42","16,629.35","1,193.41",933.05,674.85,561.71,797.17,644.32,"1,018.26",843.44,"1,670.92","1,460.36","2,776.88","2,426.02","2,241.33","1,947.86","8,813.6","7,812.59"
197,2020/07,"16,377.03","14,478.3",873.31,699.69,510.74,418.61,611.93,506.2,890.16,748.02,"1,350.62","1,196.15","2,312.09","2,061.33","1,788.85","1,587.47","8,039.33","7,260.81"
198,2020/08,"19,231.56","17,333.1",969.05,784.68,578.85,486.33,717.3,612.94,"1,003.99",883.1,"1,728.91","1,545.72","3,295.69","2,997.45","1,863.35","1,670.49","9,074.42","8,352.38"
199,2020/09,"21,760.28","19,718.31","1,363.03","1,139.92",733.31,625.38,894.49,794.64,"1,176.02","1,027.13","2,183.39","1,972.31","4,004.2","3,646.45","2,268.6","2,087.07","9,137.25","8,425.42"
200,2020/10,"25,558.73","23,361.14","1,524.23","1,300.35",867.84,763.5,"1,035.3",918.7,"1,484.66","1,309.55","2,383.32","2,171.97","4,893.29","4,488.62","2,377.45","2,178.87","10,992.65","10,229.58"
201,2020/11,"27,397.69","25,109.19","1,502.96","1,299.14",948.95,824.22,"1,014.3",897.45,"1,472.67","1,313.3","2,328.43","2,118.47","5,108.69","4,682.78","2,735.65","2,543.74","12,286.05","11,430.09"
202,2020/12,"36,138.8","33,232.45","1,912.32","1,641.64","1,160.76","1,031.13","1,268.93","1,140.85","1,749.49","1,572.28","2,846.15","2,599.99","7,121.63","6,569.98","3,351.39","3,101.22","16,728.13","15,575.37"
203,2021/01,"27,133.34","25,193.31","1,324.05","1,167.12",803.02,715.16,840.1,753.18,"1,392.94","1,280.87","2,301.06","2,141.69","6,153.11","5,696.16","2,491.96","2,300.99","11,827.1","11,138.14"
204,2021/02,"29,039.86","27,159.87","1,239.3","1,084.04",759.81,679.64,908.87,821.4,"1,408.11","1,289.1","2,843.27","2,636.98","6,866.62","6,442.71","2,586.89","2,439.51","12,427.02","11,766.49"
205,2021/03,"28,828.68","27,108.86","1,202.03","1,068.68",726.56,666.13,925.21,834.37,"1,450.18","1,338.14","2,812.87","2,632.31","6,971.28","6,523.84","2,893.62","2,751.38","11,846.93","11,294.01"
206,2021/04,"25,999.04","24,567.47","1,095.19",983.1,672.21,623.96,817.52,749.4,"1,240.58","1,143.87","2,457.38","2,309.9","6,336.84","5,971.07","2,407.74","2,286.26","10,971.58","10,499.91"
207,2021/05,"23,814.91","22,633.22",815.18,732.76,496.6,456.93,667.88,618.89,930.64,871.27,"2,290.34","2,171.99","6,033.43","5,736.29","2,406.5","2,282.52","10,174.34","9,762.57"
208,2021/06,"19,621.82","18,698.5",710.61,647.64,450.05,417.66,509.16,467.82,794.96,749.21,"1,772.17","1,675.95","4,631.19","4,393.19","1,924.98","1,832.69","8,828.7","8,514.34"
209,2021/07,"20,642.38","19,845.75",710.34,651.46,420.87,391.09,560.54,533,871.35,825.79,"1,958.78","1,880.93","4,697.93","4,503.75","2,119.81","2,043.78","9,302.75","9,015.95"
210,2021/08,"20,661.66","20,016.05",700.91,656.35,451.69,425.45,570,546.2,826.56,784.39,"1,408.72","1,347.65","5,186.98","5,015.57","1,748.61","1,702.57","9,768.19","9,537.85"
211,2021/09,"19,721.49","19,191.95",682.73,637.77,401.73,383.58,548.1,529.48,831.27,797.7,"1,227.68","1,177.2","5,248.73","5,114.53","1,731.88","1,685.74","9,049.37","8,865.94"
212,2021/10,"19,578.05","19,037.69",720.72,680.92,384.73,365.3,495.69,474.82,838.09,802.73,"1,295.35","1,256.49","5,559.28","5,406.24","1,548.56","1,503.52","8,735.63","8,547.66"
213,2021/11,"17,126.12","16,631.65",643.91,607.36,392.84,373.13,540.95,512.88,757.38,726.04,"1,096.96","1,058.91","5,254.26","5,111.75","1,250.89","1,210.96","7,188.93","7,030.63"
214,2021/12,"10,398.26","10,105.72",418.45,399.48,311.13,298.11,345.02,330.97,536.08,515.98,716.73,690.37,"3,173.63","3,076.78",727.68,708.85,"4,169.54","4,085.18"
215,2022/01,"8,126.86","7,935.68",373.65,360.52,221.77,214.85,254.49,249.91,418.56,400.54,546.8,526.85,"2,146.57","2,094.47",581.67,570.01,"3,583.35","3,518.52"
216,2022/02,"6,525.1","6,399.62",272.69,263.15,179.69,173.03,237.31,232.95,335.97,324.51,437.73,425.25,"1,563.67","1,531.41",509.92,497.2,"2,988.12","2,952.12"
217,2022/03,"3,133.66","3,081.32",123.78,118.31,90.15,89.23,118.75,115.92,156,151.59,175.53,169,769.03,752.38,231.89,230.41,"1,468.54","1,454.48"
218,2022/04,"1,719.19","1,702",100.97,99.77,64.64,63.39,61.67,61.42,103.65,103.12,124.25,122.64,458.81,451.47,117.57,116.7,687.63,683.49
219,2022/05,144.9,143.76,10.29,10.25,8.1,8.08,12.18,12.15,17.65,17.61,9.2,9.17,31.28,31.21,7.86,7.85,48.34,47.45
"    ※ 자료 : 공사가 금융기관으로부터 양수한 자산(보금자리론 및 내집마련 디딤돌대출)											
											
1) 자료시점 : 대출취급일 기준											
2) LTV (담보대출비율) = (대출금액 + 선순위채권 + 임차보증금 및 최우선변제 소액임차보증금) / 주택의 담보가치 *100											
※ 평균 LTV(Loan to Value) : 56.6% ('04.3월~'21.12월말까지 양수 자산 기준)",,,,,,,,,,,,,,,,,,,
    통계기호 : 【e】추정치 | 【p】잠정치 | 【r】정정치 | 【···】미상자료 | 【△】비교불가 | 【*】5건이하 | 【s】정보보호,,,,,,,,,,,,,,,,,,,
